level,frequent_itemset,count,support
3,E11 && Z79 && Z83,259.0,0.051800
3,E11 && Z79 && Z86,380.0,0.076000
3,E11 && Z79 && Z87,473.0,0.094600
3,E11 && Z82 && Z87,255.0,0.051000
3,E11 && Z83 && Z87,291.0,0.058200
3,E11 && Z86 && Z87,543.0,0.108600
3,E11 && Z86 && ageGroup=greater_than_80,259.0,0.051800
3,E11 && Z87 && ageGroup=greater_than_80,306.0,0.061200
3,E55 && E78 && I10,359.0,0.071800
3,E55 && E78 && MemberGender=F,329.0,0.065800
3,E55 && E78 && Z00,369.0,0.073800
3,E55 && E78 && Z68,344.0,0.068800
3,E55 && E78 && Z86,324.0,0.064800
3,E55 && E78 && Z87,384.0,0.076800
3,E55 && I10 && MemberGender=F,280.0,0.056000
3,E55 && I10 && Z00,306.0,0.061200
3,E55 && I10 && Z68,285.0,0.057000
3,E55 && I10 && Z86,274.0,0.054800
3,E55 && I10 && Z87,314.0,0.062800
3,E55 && MemberGender=F && Z00,313.0,0.062600
3,E55 && MemberGender=F && Z68,298.0,0.059600
3,E55 && MemberGender=F && Z86,272.0,0.054400
3,E55 && MemberGender=F && Z87,311.0,0.062200
3,E55 && Z00 && Z68,380.0,0.076000
3,E55 && Z00 && Z86,302.0,0.060400
3,E55 && Z00 && Z87,357.0,0.071400
3,E55 && Z68 && Z86,273.0,0.054600
3,E55 && Z68 && Z87,326.0,0.065200
3,E55 && Z86 && Z87,356.0,0.071200
3,E66 && E78 && I10,755.0,0.151000
3,E66 && E78 && I70,372.0,0.074400
3,E66 && E78 && K21,295.0,0.059000
3,E66 && E78 && MemberGender=F,593.0,0.118600
3,E66 && E78 && MemberGender=M,469.0,0.093800
3,E66 && E78 && N18,323.0,0.064600
3,E66 && E78 && R73,299.0,0.059800
3,E66 && E78 && Z00,844.0,0.168800
3,E66 && E78 && Z68,999.0,0.199800
3,E66 && E78 && Z72,266.0,0.053200
3,E66 && E78 && Z79,302.0,0.060400
3,E66 && E78 && Z82,359.0,0.071800
3,E66 && E78 && Z83,263.0,0.052600
3,E66 && E78 && Z86,600.0,0.120000
3,E66 && E78 && Z87,715.0,0.143000
3,E66 && E78 && ageGroup=between_70_and_75,317.0,0.063400
3,E66 && E78 && ageGroup=greater_than_80,295.0,0.059000
3,E66 && I10 && I70,335.0,0.067000
3,E66 && I10 && K21,259.0,0.051800
3,E66 && I10 && MemberGender=F,511.0,0.102200
3,E66 && I10 && MemberGender=M,398.0,0.079600
3,E66 && I10 && N18,251.0,0.050200
3,E66 && I10 && R73,250.0,0.050000
3,E66 && I10 && Z00,700.0,0.140000
3,E66 && I10 && Z68,839.0,0.167800
3,E66 && I10 && Z79,259.0,0.051800
3,E66 && I10 && Z82,334.0,0.066800
3,E66 && I10 && Z86,512.0,0.102400
3,E66 && I10 && Z87,597.0,0.119400
3,E66 && I10 && ageGroup=between_70_and_75,259.0,0.051800
3,E66 && I10 && ageGroup=greater_than_80,256.0,0.051200
3,E66 && I70 && MemberGender=F,271.0,0.054200
3,E66 && I70 && Z00,399.0,0.079800
3,E66 && I70 && Z68,435.0,0.087000
3,E66 && I70 && Z86,270.0,0.054000
3,E66 && I70 && Z87,314.0,0.062800
3,E66 && K21 && Z00,287.0,0.057400
3,E66 && K21 && Z68,330.0,0.066000
3,E66 && K21 && Z87,267.0,0.053400
3,E66 && M54 && Z68,285.0,0.057000
3,E66 && MemberGender=F && Z00,587.0,0.117400
3,E66 && MemberGender=F && Z68,715.0,0.143000
3,E66 && MemberGender=F && Z86,426.0,0.085200
3,E66 && MemberGender=F && Z87,480.0,0.096000
3,E66 && MemberGender=M && Z00,474.0,0.094800
3,E66 && MemberGender=M && Z68,561.0,0.112200
3,E66 && MemberGender=M && Z86,323.0,0.064600
3,E66 && MemberGender=M && Z87,405.0,0.081000
3,E66 && N18 && Z00,294.0,0.058800
3,E66 && N18 && Z68,361.0,0.072200
3,E66 && N18 && Z87,265.0,0.053000
3,E66 && R73 && Z00,315.0,0.063000
3,E66 && R73 && Z68,358.0,0.071600
3,E66 && R73 && Z87,259.0,0.051800
3,E66 && Z00 && Z68,1022.0,0.204400
3,E66 && Z00 && Z72,278.0,0.055600
3,E66 && Z00 && Z79,253.0,0.050600
3,E66 && Z00 && Z82,350.0,0.070000
3,E66 && Z00 && Z86,603.0,0.120600
3,E66 && Z00 && Z87,715.0,0.143000
3,E66 && Z00 && ageGroup=between_70_and_75,321.0,0.064200
3,E66 && Z00 && ageGroup=greater_than_80,282.0,0.056400
3,E66 && Z68 && Z72,317.0,0.063400
3,E66 && Z68 && Z79,319.0,0.063800
3,E66 && Z68 && Z82,401.0,0.080200
3,E66 && Z68 && Z83,284.0,0.056800
3,E66 && Z68 && Z86,711.0,0.142200
3,E66 && Z68 && Z87,844.0,0.168800
3,E66 && Z68 && ageGroup=between_70_and_75,379.0,0.075800
3,E66 && Z68 && ageGroup=between_75_and_80,282.0,0.056400
3,E66 && Z68 && ageGroup=greater_than_80,337.0,0.067400
3,E66 && Z72 && Z87,255.0,0.051000
3,E66 && Z82 && Z86,272.0,0.054400
3,E66 && Z82 && Z87,319.0,0.063800
3,E66 && Z86 && Z87,614.0,0.122800
3,E66 && Z87 && ageGroup=between_70_and_75,256.0,0.051200
3,E78 && F32 && I10,346.0,0.069200
3,E78 && F32 && MemberGender=F,303.0,0.060600
3,E78 && F32 && Z00,298.0,0.059600
3,E78 && F32 && Z68,272.0,0.054400
3,E78 && F32 && Z86,307.0,0.061400
3,E78 && F32 && Z87,350.0,0.070000
3,E78 && F41 && I10,257.0,0.051400
3,E78 && F41 && Z87,279.0,0.055800
3,E78 && G47 && I10,380.0,0.076000
3,E78 && G47 && MemberGender=F,291.0,0.058200
3,E78 && G47 && MemberGender=M,270.0,0.054000
3,E78 && G47 && Z00,400.0,0.080000
3,E78 && G47 && Z68,359.0,0.071800
3,E78 && G47 && Z86,349.0,0.069800
3,E78 && G47 && Z87,415.0,0.083000
3,E78 && I10 && I12,353.0,0.070600
3,E78 && I10 && I25,457.0,0.091400
3,E78 && I10 && I48,274.0,0.054800
3,E78 && I10 && I70,733.0,0.146600
3,E78 && I10 && I73,355.0,0.071000
3,E78 && I10 && I77,253.0,0.050600
3,E78 && I10 && J30,272.0,0.054400
3,E78 && I10 && J45,274.0,0.054800
3,E78 && I10 && K21,604.0,0.120800
3,E78 && I10 && M17,300.0,0.060000
3,E78 && I10 && M19,352.0,0.070400
3,E78 && I10 && M25,393.0,0.078600
3,E78 && I10 && M54,435.0,0.087000
3,E78 && I10 && M81,370.0,0.074000
3,E78 && I10 && M85,298.0,0.059600
3,E78 && I10 && MemberGender=F,1324.0,0.264800
3,E78 && I10 && MemberGender=M,943.0,0.188600
3,E78 && I10 && N18,566.0,0.113200
3,E78 && I10 && N40,309.0,0.061800
3,E78 && I10 && R73,532.0,0.106400
3,E78 && I10 && Z00,1434.0,0.286800
3,E78 && I10 && Z13,251.0,0.050200
3,E78 && I10 && Z23,260.0,0.052000
3,E78 && I10 && Z60,359.0,0.071800
3,E78 && I10 && Z63,297.0,0.059400
3,E78 && I10 && Z68,1320.0,0.264000
3,E78 && I10 && Z72,456.0,0.091200
3,E78 && I10 && Z79,621.0,0.124200
3,E78 && I10 && Z82,720.0,0.144000
3,E78 && I10 && Z83,438.0,0.087600
3,E78 && I10 && Z85,347.0,0.069400
3,E78 && I10 && Z86,1233.0,0.246600
3,E78 && I10 && Z87,1463.0,0.292600
3,E78 && I10 && Z98,317.0,0.063400
3,E78 && I10 && ageGroup=between_65_and_70,252.0,0.050400
3,E78 && I10 && ageGroup=between_70_and_75,603.0,0.120600
3,E78 && I10 && ageGroup=between_75_and_80,482.0,0.096400
3,E78 && I10 && ageGroup=greater_than_80,847.0,0.169400
3,E78 && I12 && MemberGender=F,281.0,0.056200
3,E78 && I12 && MemberGender=M,271.0,0.054200
3,E78 && I12 && N18,543.0,0.108600
3,E78 && I12 && Z00,352.0,0.070400
3,E78 && I12 && Z68,307.0,0.061400
3,E78 && I12 && Z86,330.0,0.066000
3,E78 && I12 && Z87,391.0,0.078200
3,E78 && I12 && ageGroup=greater_than_80,305.0,0.061000
3,E78 && I25 && MemberGender=M,371.0,0.074200
3,E78 && I25 && Z00,327.0,0.065400
3,E78 && I25 && Z68,316.0,0.063200
3,E78 && I25 && Z86,381.0,0.076200
3,E78 && I25 && Z87,433.0,0.086600
3,E78 && I25 && ageGroup=greater_than_80,277.0,0.055400
3,E78 && I48 && Z87,271.0,0.054200
3,E78 && I70 && I73,319.0,0.063800
3,E78 && I70 && K21,317.0,0.063400
3,E78 && I70 && MemberGender=F,623.0,0.124600
3,E78 && I70 && MemberGender=M,389.0,0.077800
3,E78 && I70 && N18,374.0,0.074800
3,E78 && I70 && R73,278.0,0.055600
3,E78 && I70 && Z00,821.0,0.164200
3,E78 && I70 && Z68,716.0,0.143200
3,E78 && I70 && Z79,252.0,0.050400
3,E78 && I70 && Z82,312.0,0.062400
3,E78 && I70 && Z86,632.0,0.126400
3,E78 && I70 && Z87,728.0,0.145600
3,E78 && I70 && ageGroup=greater_than_80,477.0,0.095400
3,E78 && I73 && MemberGender=F,311.0,0.062200
3,E78 && I73 && Z00,380.0,0.076000
3,E78 && I73 && Z68,331.0,0.066200
3,E78 && I73 && Z86,334.0,0.066800
3,E78 && I73 && Z87,367.0,0.073400
3,E78 && I73 && ageGroup=greater_than_80,263.0,0.052600
3,E78 && I77 && Z00,271.0,0.054200
3,E78 && I77 && Z87,270.0,0.054000
3,E78 && J30 && MemberGender=F,271.0,0.054200
3,E78 && J30 && Z00,320.0,0.064000
3,E78 && J30 && Z68,284.0,0.056800
3,E78 && J30 && Z87,308.0,0.061600
3,E78 && J45 && MemberGender=F,254.0,0.050800
3,E78 && J45 && Z87,267.0,0.053400
3,E78 && K21 && MemberGender=F,556.0,0.111200
3,E78 && K21 && MemberGender=M,300.0,0.060000
3,E78 && K21 && N18,286.0,0.057200
3,E78 && K21 && Z00,568.0,0.113600
3,E78 && K21 && Z68,512.0,0.102400
3,E78 && K21 && Z82,284.0,0.056800
3,E78 && K21 && Z86,533.0,0.106600
3,E78 && K21 && Z87,629.0,0.125800
3,E78 && K21 && ageGroup=greater_than_80,329.0,0.065800
3,E78 && M17 && MemberGender=F,290.0,0.058000
3,E78 && M17 && Z00,280.0,0.056000
3,E78 && M17 && Z68,285.0,0.057000
3,E78 && M17 && Z87,301.0,0.060200
3,E78 && M19 && MemberGender=F,348.0,0.069600
3,E78 && M19 && Z00,341.0,0.068200
3,E78 && M19 && Z68,309.0,0.061800
3,E78 && M19 && Z86,294.0,0.058800
3,E78 && M19 && Z87,349.0,0.069800
3,E78 && M25 && MemberGender=F,376.0,0.075200
3,E78 && M25 && Z00,394.0,0.078800
3,E78 && M25 && Z68,351.0,0.070200
3,E78 && M25 && Z86,370.0,0.074000
3,E78 && M25 && Z87,433.0,0.086600
3,E78 && M54 && MemberGender=F,393.0,0.078600
3,E78 && M54 && Z00,424.0,0.084800
3,E78 && M54 && Z68,394.0,0.078800
3,E78 && M54 && Z86,377.0,0.075400
3,E78 && M54 && Z87,470.0,0.094000
3,E78 && M79 && MemberGender=F,252.0,0.050400
3,E78 && M79 && Z00,257.0,0.051400
3,E78 && M79 && Z86,253.0,0.050600
3,E78 && M79 && Z87,292.0,0.058400
3,E78 && M81 && MemberGender=F,538.0,0.107600
3,E78 && M81 && Z00,424.0,0.084800
3,E78 && M81 && Z68,319.0,0.063800
3,E78 && M81 && Z86,356.0,0.071200
3,E78 && M81 && Z87,394.0,0.078800
3,E78 && M81 && ageGroup=greater_than_80,276.0,0.055200
3,E78 && M85 && MemberGender=F,414.0,0.082800
3,E78 && M85 && Z00,359.0,0.071800
3,E78 && M85 && Z68,311.0,0.062200
3,E78 && M85 && Z86,286.0,0.057200
3,E78 && M85 && Z87,324.0,0.064800
3,E78 && MemberGender=F && N18,508.0,0.101600
3,E78 && MemberGender=F && R73,500.0,0.100000
3,E78 && MemberGender=F && Z00,1329.0,0.265800
3,E78 && MemberGender=F && Z12,261.0,0.052200
3,E78 && MemberGender=F && Z60,314.0,0.062800
3,E78 && MemberGender=F && Z63,317.0,0.063400
3,E78 && MemberGender=F && Z68,1204.0,0.240800
3,E78 && MemberGender=F && Z72,358.0,0.071600
3,E78 && MemberGender=F && Z79,463.0,0.092600
3,E78 && MemberGender=F && Z82,568.0,0.113600
3,E78 && MemberGender=F && Z83,384.0,0.076800
3,E78 && MemberGender=F && Z85,299.0,0.059800
3,E78 && MemberGender=F && Z86,1071.0,0.214200
3,E78 && MemberGender=F && Z87,1236.0,0.247200
3,E78 && MemberGender=F && Z98,274.0,0.054800
3,E78 && MemberGender=F && ageGroup=between_70_and_75,573.0,0.114600
3,E78 && MemberGender=F && ageGroup=between_75_and_80,405.0,0.081000
3,E78 && MemberGender=F && ageGroup=greater_than_80,763.0,0.152600
3,E78 && MemberGender=M && N18,410.0,0.082000
3,E78 && MemberGender=M && N40,445.0,0.089000
3,E78 && MemberGender=M && R73,348.0,0.069600
3,E78 && MemberGender=M && Z00,901.0,0.180200
3,E78 && MemberGender=M && Z68,840.0,0.168000
3,E78 && MemberGender=M && Z72,372.0,0.074400
3,E78 && MemberGender=M && Z79,359.0,0.071800
3,E78 && MemberGender=M && Z82,334.0,0.066800
3,E78 && MemberGender=M && Z86,762.0,0.152400
3,E78 && MemberGender=M && Z87,975.0,0.195000
3,E78 && MemberGender=M && ageGroup=between_70_and_75,386.0,0.077200
3,E78 && MemberGender=M && ageGroup=between_75_and_80,316.0,0.063200
3,E78 && MemberGender=M && ageGroup=greater_than_80,440.0,0.088000
3,E78 && N18 && Z00,587.0,0.117400
3,E78 && N18 && Z68,534.0,0.106800
3,E78 && N18 && Z79,337.0,0.067400
3,E78 && N18 && Z82,270.0,0.054000
3,E78 && N18 && Z86,547.0,0.109400
3,E78 && N18 && Z87,634.0,0.126800
3,E78 && N18 && ageGroup=greater_than_80,502.0,0.100400
3,E78 && N40 && Z00,281.0,0.056200
3,E78 && N40 && Z68,257.0,0.051400
3,E78 && N40 && Z86,270.0,0.054000
3,E78 && N40 && Z87,338.0,0.067600
3,E78 && R73 && Z00,647.0,0.129400
3,E78 && R73 && Z68,578.0,0.115600
3,E78 && R73 && Z86,497.0,0.099400
3,E78 && R73 && Z87,579.0,0.115800
3,E78 && R73 && ageGroup=greater_than_80,268.0,0.053600
3,E78 && Z00 && Z12,278.0,0.055600
3,E78 && Z00 && Z13,303.0,0.060600
3,E78 && Z00 && Z23,262.0,0.052400
3,E78 && Z00 && Z60,370.0,0.074000
3,E78 && Z00 && Z63,279.0,0.055800
3,E78 && Z00 && Z68,1636.0,0.327200
3,E78 && Z00 && Z72,552.0,0.110400
3,E78 && Z00 && Z78,313.0,0.062600
3,E78 && Z00 && Z79,517.0,0.103400
3,E78 && Z00 && Z82,671.0,0.134200
3,E78 && Z00 && Z83,472.0,0.094400
3,E78 && Z00 && Z85,349.0,0.069800
3,E78 && Z00 && Z86,1297.0,0.259400
3,E78 && Z00 && Z87,1539.0,0.307800
3,E78 && Z00 && Z98,320.0,0.064000
3,E78 && Z00 && ageGroup=between_65_and_70,265.0,0.053000
3,E78 && Z00 && ageGroup=between_70_and_75,673.0,0.134600
3,E78 && Z00 && ageGroup=between_75_and_80,470.0,0.094000
3,E78 && Z00 && ageGroup=greater_than_80,737.0,0.147400
3,E78 && Z12 && Z87,261.0,0.052200
3,E78 && Z13 && Z68,269.0,0.053800
3,E78 && Z13 && Z87,261.0,0.052200
3,E78 && Z23 && Z87,274.0,0.054800
3,E78 && Z60 && Z68,326.0,0.065200
3,E78 && Z60 && Z86,345.0,0.069000
3,E78 && Z60 && Z87,402.0,0.080400
3,E78 && Z63 && Z86,291.0,0.058200
3,E78 && Z63 && Z87,335.0,0.067000
3,E78 && Z68 && Z72,528.0,0.105600
3,E78 && Z68 && Z78,274.0,0.054800
3,E78 && Z68 && Z79,518.0,0.103600
3,E78 && Z68 && Z82,631.0,0.126200
3,E78 && Z68 && Z83,447.0,0.089400
3,E78 && Z68 && Z85,321.0,0.064200
3,E78 && Z68 && Z86,1210.0,0.242000
3,E78 && Z68 && Z87,1436.0,0.287200
3,E78 && Z68 && Z98,300.0,0.060000
3,E78 && Z68 && ageGroup=between_65_and_70,262.0,0.052400
3,E78 && Z68 && ageGroup=between_70_and_75,628.0,0.125600
3,E78 && Z68 && ageGroup=between_75_and_80,424.0,0.084800
3,E78 && Z68 && ageGroup=greater_than_80,632.0,0.126400
3,E78 && Z72 && Z86,475.0,0.095000
3,E78 && Z72 && Z87,589.0,0.117800
3,E78 && Z78 && Z87,257.0,0.051400
3,E78 && Z79 && Z82,255.0,0.051000
3,E78 && Z79 && Z83,265.0,0.053000
3,E78 && Z79 && Z86,489.0,0.097800
3,E78 && Z79 && Z87,589.0,0.117800
3,E78 && Z79 && ageGroup=greater_than_80,289.0,0.057800
3,E78 && Z82 && Z83,304.0,0.060800
3,E78 && Z82 && Z86,579.0,0.115800
3,E78 && Z82 && Z87,682.0,0.136400
3,E78 && Z82 && ageGroup=between_70_and_75,268.0,0.053600
3,E78 && Z82 && ageGroup=greater_than_80,298.0,0.059600
3,E78 && Z83 && Z86,379.0,0.075800
3,E78 && Z83 && Z87,459.0,0.091800
3,E78 && Z85 && Z86,364.0,0.072800
3,E78 && Z85 && Z87,396.0,0.079200
3,E78 && Z86 && Z87,1520.0,0.304000
3,E78 && Z86 && Z98,322.0,0.064400
3,E78 && Z86 && ageGroup=between_70_and_75,479.0,0.095800
3,E78 && Z86 && ageGroup=between_75_and_80,409.0,0.081800
3,E78 && Z86 && ageGroup=greater_than_80,687.0,0.137400
3,E78 && Z87 && Z90,260.0,0.052000
3,E78 && Z87 && Z98,365.0,0.073000
3,E78 && Z87 && ageGroup=between_65_and_70,256.0,0.051200
3,E78 && Z87 && ageGroup=between_70_and_75,604.0,0.120800
3,E78 && Z87 && ageGroup=between_75_and_80,479.0,0.095800
3,E78 && Z87 && ageGroup=greater_than_80,780.0,0.156000
3,F32 && I10 && MemberGender=F,282.0,0.056400
3,F32 && I10 && Z00,257.0,0.051400
3,F32 && I10 && Z86,276.0,0.055200
3,F32 && I10 && Z87,297.0,0.059400
3,F32 && MemberGender=F && Z00,260.0,0.052000
3,F32 && MemberGender=F && Z86,266.0,0.053200
3,F32 && MemberGender=F && Z87,303.0,0.060600
3,F32 && Z00 && Z68,257.0,0.051400
3,F32 && Z00 && Z86,264.0,0.052800
3,F32 && Z00 && Z87,294.0,0.058800
3,F32 && Z68 && Z87,259.0,0.051800
3,F32 && Z86 && Z87,344.0,0.068800
3,F41 && Z00 && Z87,259.0,0.051800
3,F41 && Z86 && Z87,293.0,0.058600
3,G47 && I10 && Z00,310.0,0.062000
3,G47 && I10 && Z68,279.0,0.055800
3,G47 && I10 && Z86,296.0,0.059200
3,G47 && I10 && Z87,338.0,0.067600
3,G47 && MemberGender=F && Z00,280.0,0.056000
3,G47 && MemberGender=F && Z87,265.0,0.053000
3,G47 && MemberGender=M && Z87,257.0,0.051400
3,G47 && Z00 && Z68,360.0,0.072000
3,G47 && Z00 && Z86,329.0,0.065800
3,G47 && Z00 && Z87,379.0,0.075800
3,G47 && Z68 && Z86,296.0,0.059200
3,G47 && Z68 && Z87,342.0,0.068400
3,G47 && Z86 && Z87,383.0,0.076600
3,I10 && I12 && N18,407.0,0.081400
3,I10 && I12 && Z00,272.0,0.054400
3,I10 && I12 && Z86,260.0,0.052000
3,I10 && I12 && Z87,302.0,0.060400
3,I10 && I25 && MemberGender=M,288.0,0.057600
3,I10 && I25 && Z00,272.0,0.054400
3,I10 && I25 && Z68,264.0,0.052800
3,I10 && I25 && Z86,315.0,0.063000
3,I10 && I25 && Z87,358.0,0.071600
3,I10 && I48 && Z87,250.0,0.050000
3,I10 && I70 && I73,279.0,0.055800
3,I10 && I70 && K21,268.0,0.053600
3,I10 && I70 && MemberGender=F,537.0,0.107400
3,I10 && I70 && MemberGender=M,325.0,0.065000
3,I10 && I70 && N18,295.0,0.059000
3,I10 && I70 && Z00,703.0,0.140600
3,I10 && I70 && Z68,611.0,0.122200
3,I10 && I70 && Z82,306.0,0.061200
3,I10 && I70 && Z86,548.0,0.109600
3,I10 && I70 && Z87,623.0,0.124600
3,I10 && I70 && ageGroup=greater_than_80,411.0,0.082200
3,I10 && I73 && MemberGender=F,278.0,0.055600
3,I10 && I73 && Z00,331.0,0.066200
3,I10 && I73 && Z68,287.0,0.057400
3,I10 && I73 && Z86,293.0,0.058600
3,I10 && I73 && Z87,309.0,0.061800
3,I10 && K21 && MemberGender=F,479.0,0.095800
3,I10 && K21 && MemberGender=M,256.0,0.051200
3,I10 && K21 && Z00,451.0,0.090200
3,I10 && K21 && Z68,402.0,0.080400
3,I10 && K21 && Z82,267.0,0.053400
3,I10 && K21 && Z86,454.0,0.090800
3,I10 && K21 && Z87,523.0,0.104600
3,I10 && K21 && ageGroup=greater_than_80,284.0,0.056800
3,I10 && M17 && MemberGender=F,254.0,0.050800
3,I10 && M17 && Z87,260.0,0.052000
3,I10 && M19 && MemberGender=F,310.0,0.062000
3,I10 && M19 && Z00,271.0,0.054200
3,I10 && M19 && Z86,250.0,0.050000
3,I10 && M19 && Z87,296.0,0.059200
3,I10 && M25 && MemberGender=F,316.0,0.063200
3,I10 && M25 && Z00,303.0,0.060600
3,I10 && M25 && Z68,275.0,0.055000
3,I10 && M25 && Z86,293.0,0.058600
3,I10 && M25 && Z87,344.0,0.068800
3,I10 && M54 && MemberGender=F,346.0,0.069200
3,I10 && M54 && Z00,344.0,0.068800
3,I10 && M54 && Z68,319.0,0.063800
3,I10 && M54 && Z86,319.0,0.063800
3,I10 && M54 && Z87,394.0,0.078800
3,I10 && M81 && MemberGender=F,422.0,0.084400
3,I10 && M81 && Z00,317.0,0.063400
3,I10 && M81 && Z86,274.0,0.054800
3,I10 && M81 && Z87,296.0,0.059200
3,I10 && M85 && MemberGender=F,329.0,0.065800
3,I10 && M85 && Z00,271.0,0.054200
3,I10 && MemberGender=F && N18,356.0,0.071200
3,I10 && MemberGender=F && R73,369.0,0.073800
3,I10 && MemberGender=F && Z00,1038.0,0.207600
3,I10 && MemberGender=F && Z60,271.0,0.054200
3,I10 && MemberGender=F && Z63,294.0,0.058800
3,I10 && MemberGender=F && Z68,950.0,0.190000
3,I10 && MemberGender=F && Z72,297.0,0.059400
3,I10 && MemberGender=F && Z79,423.0,0.084600
3,I10 && MemberGender=F && Z82,547.0,0.109400
3,I10 && MemberGender=F && Z83,285.0,0.057000
3,I10 && MemberGender=F && Z85,260.0,0.052000
3,I10 && MemberGender=F && Z86,878.0,0.175600
3,I10 && MemberGender=F && Z87,998.0,0.199600
3,I10 && MemberGender=F && ageGroup=between_70_and_75,447.0,0.089400
3,I10 && MemberGender=F && ageGroup=between_75_and_80,344.0,0.068800
3,I10 && MemberGender=F && ageGroup=greater_than_80,714.0,0.142800
3,I10 && MemberGender=M && N18,301.0,0.060200
3,I10 && MemberGender=M && N40,380.0,0.076000
3,I10 && MemberGender=M && R73,252.0,0.050400
3,I10 && MemberGender=M && Z00,715.0,0.143000
3,I10 && MemberGender=M && Z68,672.0,0.134400
3,I10 && MemberGender=M && Z72,275.0,0.055000
3,I10 && MemberGender=M && Z79,305.0,0.061000
3,I10 && MemberGender=M && Z82,312.0,0.062400
3,I10 && MemberGender=M && Z86,627.0,0.125400
3,I10 && MemberGender=M && Z87,784.0,0.156800
3,I10 && MemberGender=M && ageGroup=between_70_and_75,321.0,0.064200
3,I10 && MemberGender=M && ageGroup=between_75_and_80,254.0,0.050800
3,I10 && MemberGender=M && ageGroup=greater_than_80,390.0,0.078000
3,I10 && N18 && Z00,430.0,0.086000
3,I10 && N18 && Z68,384.0,0.076800
3,I10 && N18 && Z79,261.0,0.052200
3,I10 && N18 && Z86,412.0,0.082400
3,I10 && N18 && Z87,472.0,0.094400
3,I10 && N18 && ageGroup=greater_than_80,362.0,0.072400
3,I10 && N40 && Z87,279.0,0.055800
3,I10 && R73 && Z00,463.0,0.092600
3,I10 && R73 && Z68,429.0,0.085800
3,I10 && R73 && Z86,365.0,0.073000
3,I10 && R73 && Z87,416.0,0.083200
3,I10 && Z00 && Z60,304.0,0.060800
3,I10 && Z00 && Z68,1257.0,0.251400
3,I10 && Z00 && Z72,387.0,0.077400
3,I10 && Z00 && Z79,425.0,0.085000
3,I10 && Z00 && Z82,626.0,0.125200
3,I10 && Z00 && Z83,353.0,0.070600
3,I10 && Z00 && Z85,275.0,0.055000
3,I10 && Z00 && Z86,1001.0,0.200200
3,I10 && Z00 && Z87,1165.0,0.233000
3,I10 && Z00 && Z98,265.0,0.053000
3,I10 && Z00 && ageGroup=between_70_and_75,499.0,0.099800
3,I10 && Z00 && ageGroup=between_75_and_80,373.0,0.074600
3,I10 && Z00 && ageGroup=greater_than_80,627.0,0.125400
3,I10 && Z60 && Z68,270.0,0.054000
3,I10 && Z60 && Z86,301.0,0.060200
3,I10 && Z60 && Z87,330.0,0.066000
3,I10 && Z63 && Z86,259.0,0.051800
3,I10 && Z63 && Z87,296.0,0.059200
3,I10 && Z68 && Z72,384.0,0.076800
3,I10 && Z68 && Z79,426.0,0.085200
3,I10 && Z68 && Z82,578.0,0.115600
3,I10 && Z68 && Z83,336.0,0.067200
3,I10 && Z68 && Z85,255.0,0.051000
3,I10 && Z68 && Z86,938.0,0.187600
3,I10 && Z68 && Z87,1091.0,0.218200
3,I10 && Z68 && ageGroup=between_70_and_75,463.0,0.092600
3,I10 && Z68 && ageGroup=between_75_and_80,341.0,0.068200
3,I10 && Z68 && ageGroup=greater_than_80,537.0,0.107400
3,I10 && Z72 && Z86,366.0,0.073200
3,I10 && Z72 && Z87,441.0,0.088200
3,I10 && Z79 && Z82,251.0,0.050200
3,I10 && Z79 && Z86,413.0,0.082600
3,I10 && Z79 && Z87,505.0,0.101000
3,I10 && Z79 && ageGroup=greater_than_80,269.0,0.053800
3,I10 && Z82 && Z83,270.0,0.054000
3,I10 && Z82 && Z86,542.0,0.108400
3,I10 && Z82 && Z87,637.0,0.127400
3,I10 && Z82 && ageGroup=between_70_and_75,254.0,0.050800
3,I10 && Z82 && ageGroup=greater_than_80,275.0,0.055000
3,I10 && Z83 && Z86,290.0,0.058000
3,I10 && Z83 && Z87,356.0,0.071200
3,I10 && Z85 && Z86,299.0,0.059800
3,I10 && Z85 && Z87,333.0,0.066600
3,I10 && Z86 && Z87,1218.0,0.243600
3,I10 && Z86 && Z98,274.0,0.054800
3,I10 && Z86 && ageGroup=between_70_and_75,353.0,0.070600
3,I10 && Z86 && ageGroup=between_75_and_80,329.0,0.065800
3,I10 && Z86 && ageGroup=greater_than_80,597.0,0.119400
3,I10 && Z87 && Z98,308.0,0.061600
3,I10 && Z87 && ageGroup=between_70_and_75,448.0,0.089600
3,I10 && Z87 && ageGroup=between_75_and_80,386.0,0.077200
3,I10 && Z87 && ageGroup=greater_than_80,683.0,0.136600
3,I12 && I70 && N18,267.0,0.053400
3,I12 && MemberGender=F && N18,359.0,0.071800
3,I12 && MemberGender=M && N18,314.0,0.062800
3,I12 && N18 && Z00,420.0,0.084000
3,I12 && N18 && Z68,376.0,0.075200
3,I12 && N18 && Z86,393.0,0.078600
3,I12 && N18 && Z87,459.0,0.091800
3,I12 && N18 && ageGroup=greater_than_80,382.0,0.076400
3,I12 && Z00 && Z68,296.0,0.059200
3,I12 && Z00 && Z86,275.0,0.055000
3,I12 && Z00 && Z87,305.0,0.061000
3,I12 && Z68 && Z87,273.0,0.054600
3,I12 && Z86 && Z87,325.0,0.065000
3,I12 && Z87 && ageGroup=greater_than_80,266.0,0.053200
3,I25 && MemberGender=M && Z87,299.0,0.059800
